WaterContent_mm,WaterRequired_mm,Temperature_C,Humidity_%,Precipitation_mm,TimeToZero_hrs
4.0581311290499436,3.619139835671663,13.90794327517443,30.7387576894912,2.5325594209888598,6.686252488418126
9.531785910894204,9.118345733874273,41.15314049060473,82.64105868595664,8.377622526114662,17.67259750942273
7.453942447208348,7.340703001257585,13.16143861909628,58.99580418580557,8.30914395495661,17.61653650731691
6.187255599871848,6.370938353279937,18.400363744368192,34.98876588786254,6.451545810025099,13.965074431961908
1.982177084203147,2.438969397319772,9.149245927983308,16.613180400325554,3.2959592607749544,6.633265719883151
1.981947943193925,1.5803584678537526,6.561234837862681,26.34422496430502,1.9664763024671854,5.381483065630974
1.0517943155978948,1.7981386000776558,2.5897426842149827,8.122190466243307,0.1838188930695629,0.0
8.728673384861883,8.5931115843406,19.689938337356526,77.58053829478592,8.51508014265684,17.366562488746837
6.210592611560483,6.199908964386265,19.79571154938227,39.22944603574334,4.677908640636749,10.337451407782998
7.226689489062432,6.85308364948852,17.896248582107667,57.55090797980093,6.098098815965397,13.617027507316733
0.6955526958101232,-0.5165674343263476,-8.862950437462398,-0.6806829844047879,1.6679966937281334,7.074301966231228
9.714143595538946,10.15616629371947,35.11539188918549,85.18295716535867,10.586931010008556,20.2090645037389
8.408205087604006,8.776627036150224,30.01654436202223,67.58055632345202,8.771209372410084,17.36727320337685
2.5172215514436234,2.376557772884517,7.8099695385862695,27.038509174915113,0.796144030483154,2.12554463407048
2.2273371884674558,2.260832547079892,7.82738500643088,28.695801769318308,1.8689336129545673,4.145613600119848
2.2423428436076214,2.500312452459671,12.098618594400671,24.854928500074855,1.0173429549475708,1.7351503516815736
3.3903013081156086,2.6090283796723375,11.29260220823724,29.85359480786131,4.566834561903374,12.053338057250661
5.48518610050626,5.2206597618331125,20.97564607532535,33.899366218936024,4.901463966943659,11.55168628306179
4.603477677100099,5.000610016911013,12.32302202693105,36.79996031013178,3.5177299663185497,6.906238312517738
3.2666768318813983,2.6395321202967734,16.35994918851393,20.802510634892855,3.2964729970028226,9.073142168504077
6.312602499862605,6.45938146594592,20.54173612925123,47.06018043185857,5.672448043027993,11.947178166224402
1.8251916761943974,1.1469007738826948,6.445834746612562,10.85619190205267,3.3089355863981043,9.466155043005026
3.2753741610845726,3.5085891523013357,3.475817039693558,16.403737540854138,2.5405632635503816,5.388825898827796
3.980437511290071,3.962616770141329,13.376091805378758,12.270114198980668,2.58120925206544,6.150564843718744
4.832664850061842,4.025098942109087,10.338219962713268,31.979888317217064,2.679751334304326,7.812524553380657
7.9591716332336295,8.541541310462215,20.68610126705842,65.60716758511063,7.928385130820215,15.17918158264228
2.3969009305044175,2.029605142105393,3.1138246499326474,5.693436989760439,1.834970816646491,5.306528894097377
5.385227164929311,4.98010094642212,10.824506835291807,43.238639684150726,3.956322558417584,9.48560517731158
